link,diff
https://leetcode.com/problems/number-of-segments-in-a-string,Easy
https://leetcode.com/problems/non-overlapping-intervals,Medium
https://leetcode.com/problems/find-right-interval,Medium
https://leetcode.com/problems/path-sum-iii,Medium
https://leetcode.com/problems/find-all-anagrams-in-a-string,Medium
https://leetcode.com/problems/k-th-smallest-in-lexicographical-order,Hard
https://leetcode.com/problems/arranging-coins,Easy
https://leetcode.com/problems/find-all-duplicates-in-an-array,Medium
https://leetcode.com/problems/string-compression,Medium
https://leetcode.com/problems/add-two-numbers-ii,Medium
https://leetcode.com/problems/arithmetic-slices-ii-subsequence,Hard
https://leetcode.com/problems/number-of-boomerangs,Medium
https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array,Easy
https://leetcode.com/problems/serialize-and-deserialize-bst,Medium
https://leetcode.com/problems/delete-node-in-a-bst,Medium
https://leetcode.com/problems/sort-characters-by-frequency,Medium
https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,Medium
https://leetcode.com/problems/minimum-moves-to-equal-array-elements,Medium
https://leetcode.com/problems/4sum-ii,Medium
https://leetcode.com/problems/assign-cookies,Easy
https://leetcode.com/problems/132-pattern,Medium
https://leetcode.com/problems/circular-array-loop,Medium
https://leetcode.com/problems/poor-pigs,Hard
https://leetcode.com/problems/repeated-substring-pattern,Easy
https://leetcode.com/problems/lfu-cache,Hard
https://leetcode.com/problems/hamming-distance,Easy
https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii,Medium
https://leetcode.com/problems/island-perimeter,Easy
https://leetcode.com/problems/can-i-win,Medium
https://leetcode.com/problems/count-the-repetitions,Hard
https://leetcode.com/problems/unique-substrings-in-wraparound-string,Medium
https://leetcode.com/problems/validate-ip-address,Medium
https://leetcode.com/problems/implement-rand10-using-rand7,Medium
https://leetcode.com/problems/concatenated-words,Hard
https://leetcode.com/problems/matchsticks-to-square,Medium
https://leetcode.com/problems/ones-and-zeroes,Medium
https://leetcode.com/problems/heaters,Medium
https://leetcode.com/problems/number-complement,Easy
https://leetcode.com/problems/total-hamming-distance,Medium
https://leetcode.com/problems/generate-random-point-in-a-circle,Medium
https://leetcode.com/problems/largest-palindrome-product,Hard
https://leetcode.com/problems/sliding-window-median,Hard
https://leetcode.com/problems/magical-string,Medium
https://leetcode.com/problems/license-key-formatting,Easy
https://leetcode.com/problems/smallest-good-base,Hard
https://leetcode.com/problems/max-consecutive-ones,Easy
https://leetcode.com/problems/predict-the-winner,Medium
https://leetcode.com/problems/zuma-game,Hard
https://leetcode.com/problems/non-decreasing-subsequences,Medium
https://leetcode.com/problems/construct-the-rectangle,Easy
https://leetcode.com/problems/reverse-pairs,Hard
https://leetcode.com/problems/target-sum,Medium
https://leetcode.com/problems/teemo-attacking,Easy
https://leetcode.com/problems/next-greater-element-i,Easy
https://leetcode.com/problems/random-point-in-non-overlapping-rectangles,Medium
https://leetcode.com/problems/diagonal-traverse,Medium
https://leetcode.com/problems/keyboard-row,Easy
https://leetcode.com/problems/ipo,Hard
https://leetcode.com/problems/next-greater-element-ii,Medium
https://leetcode.com/problems/base-7,Easy
https://leetcode.com/problems/relative-ranks,Easy
https://leetcode.com/problems/perfect-number,Easy
https://leetcode.com/problems/most-frequent-subtree-sum,Medium
https://leetcode.com/problems/fibonacci-number,Easy
https://leetcode.com/problems/game-play-analysis-i,Easy
https://leetcode.com/problems/find-bottom-left-tree-value,Medium
https://leetcode.com/problems/freedom-trail,Hard
https://leetcode.com/problems/find-largest-value-in-each-tree-row,Medium
https://leetcode.com/problems/longest-palindromic-subsequence,Medium
https://leetcode.com/problems/super-washing-machines,Hard
https://leetcode.com/problems/coin-change-ii,Medium
https://leetcode.com/problems/random-flip-matrix,Medium
https://leetcode.com/problems/detect-capital,Easy
https://leetcode.com/problems/longest-uncommon-subsequence-i,Easy
https://leetcode.com/problems/longest-uncommon-subsequence-ii,Medium
https://leetcode.com/problems/continuous-subarray-sum,Medium
https://leetcode.com/problems/longest-word-in-dictionary-through-deleting,Medium
https://leetcode.com/problems/contiguous-array,Medium
https://leetcode.com/problems/beautiful-arrangement,Medium
https://leetcode.com/problems/random-pick-with-weight,Medium
https://leetcode.com/problems/minesweeper,Medium
https://leetcode.com/problems/minimum-absolute-difference-in-bst,Easy
https://leetcode.com/problems/k-diff-pairs-in-an-array,Medium
https://leetcode.com/problems/encode-and-decode-tinyurl,Medium
https://leetcode.com/problems/complex-number-multiplication,Medium
https://leetcode.com/problems/convert-bst-to-greater-tree,Medium
https://leetcode.com/problems/minimum-time-difference,Medium
https://leetcode.com/problems/single-element-in-a-sorted-array,Medium
https://leetcode.com/problems/reverse-string-ii,Easy
https://leetcode.com/problems/01-matrix,Medium
https://leetcode.com/problems/diameter-of-binary-tree,Easy
https://leetcode.com/problems/remove-boxes,Hard
https://leetcode.com/problems/number-of-provinces,Medium
https://leetcode.com/problems/game-play-analysis-iv,Medium
https://leetcode.com/problems/student-attendance-record-i,Easy
https://leetcode.com/problems/student-attendance-record-ii,Hard
https://leetcode.com/problems/optimal-division,Medium
https://leetcode.com/problems/brick-wall,Medium
https://leetcode.com/problems/next-greater-element-iii,Medium
https://leetcode.com/problems/reverse-words-in-a-string-iii,Easy
https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees,Medium
https://leetcode.com/problems/maximum-depth-of-n-ary-tree,Easy
https://leetcode.com/problems/subarray-sum-equals-k,Medium
https://leetcode.com/problems/array-partition,Easy
https://leetcode.com/problems/binary-tree-tilt,Easy
https://leetcode.com/problems/find-the-closest-palindrome,Hard
https://leetcode.com/problems/array-nesting,Medium
https://leetcode.com/problems/reshape-the-matrix,Easy
https://leetcode.com/problems/permutation-in-string,Medium
https://leetcode.com/problems/managers-with-at-least-5-direct-reports,Medium
https://leetcode.com/problems/subtree-of-another-tree,Easy
https://leetcode.com/problems/distribute-candies,Easy
https://leetcode.com/problems/out-of-boundary-paths,Medium
https://leetcode.com/problems/employee-bonus,Easy
https://leetcode.com/problems/shortest-unsorted-continuous-subarray,Medium
https://leetcode.com/problems/delete-operation-for-two-strings,Medium
https://leetcode.com/problems/find-customer-referee,Easy
https://leetcode.com/problems/investments-in-2016,Medium
https://leetcode.com/problems/customer-placing-the-largest-number-of-orders,Easy
https://leetcode.com/problems/erect-the-fence,Hard
https://leetcode.com/problems/n-ary-tree-preorder-traversal,Easy
https://leetcode.com/problems/n-ary-tree-postorder-traversal,Easy
https://leetcode.com/problems/tag-validator,Hard
https://leetcode.com/problems/fraction-addition-and-subtraction,Medium
https://leetcode.com/problems/valid-square,Medium
https://leetcode.com/problems/longest-harmonious-subsequence,Easy
https://leetcode.com/problems/big-countries,Easy
https://leetcode.com/problems/classes-more-than-5-students,Easy
https://leetcode.com/problems/range-addition-ii,Easy
https://leetcode.com/problems/minimum-index-sum-of-two-lists,Easy
https://leetcode.com/problems/non-negative-integers-without-consecutive-ones,Hard
https://leetcode.com/problems/human-traffic-of-stadium,Hard
https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends,Medium
https://leetcode.com/problems/can-place-flowers,Easy
https://leetcode.com/problems/construct-string-from-binary-tree,Medium
https://leetcode.com/problems/sales-person,Easy
