link,tags,diff,submission
https://codeforces.com/problemset/problem/1976/F,"data structures, dfs and similar, dp, greedy, sortings, trees",2800.0, x546
https://codeforces.com/problemset/problem/1976/E,"combinatorics, data structures, dfs and similar, greedy, math, trees",2500.0, x1011
https://codeforces.com/problemset/problem/1976/D,"binary search, combinatorics, data structures, divide and conquer, implementation, two pointers",2000.0, x4277
https://codeforces.com/problemset/problem/1976/C,"binary search, dp, greedy, implementation, two pointers",1600.0, x10195
https://codeforces.com/problemset/problem/1976/B,"greedy, implementation",1100.0, x22028
https://codeforces.com/problemset/problem/1976/A,"implementation, sortings, strings",800.0, x28247
https://codeforces.com/problemset/problem/1975/I,dp,3500.0, x84
https://codeforces.com/problemset/problem/1975/H,"greedy, strings",3500.0, x112
https://codeforces.com/problemset/problem/1975/G,"fft, greedy, math, strings",3000.0, x219
https://codeforces.com/problemset/problem/1975/F,"bitmasks, brute force, combinatorics, dfs and similar, divide and conquer, dp, math",2600.0, x810
https://codeforces.com/problemset/problem/1975/E,"binary search, data structures, dfs and similar, implementation, trees",2100.0, x2261
https://codeforces.com/problemset/problem/1975/D,"brute force, dfs and similar, dp, greedy, shortest paths, trees",1700.0, x5886
https://codeforces.com/problemset/problem/1975/C,"binary search, brute force, greedy",1200.0, x14343
https://codeforces.com/problemset/problem/1975/B,"brute force, greedy, math, sortings",1000.0, x17580
https://codeforces.com/problemset/problem/1975/A,"brute force, greedy, implementation, sortings",800.0, x18369
https://codeforces.com/problemset/problem/1974/G,"data structures, greedy, sortings",2000.0, x4218
https://codeforces.com/problemset/problem/1974/F,"binary search, brute force, data structures, implementation, sortings, two pointers",1900.0, x3523
https://codeforces.com/problemset/problem/1974/E,dp,1800.0, x7876
https://codeforces.com/problemset/problem/1974/D,"constructive algorithms, greedy, implementation",1400.0, x14589
https://codeforces.com/problemset/problem/1974/C,"combinatorics, data structures",1400.0, x15563
https://codeforces.com/problemset/problem/1974/B,"implementation, sortings, strings",800.0, x29791
https://codeforces.com/problemset/problem/1974/A,"greedy, math",800.0, x32887
https://codeforces.com/problemset/problem/1973/F,"bitmasks, brute force, dp, implementation, number theory",3100.0, x212
https://codeforces.com/problemset/problem/1973/E,"graphs, math, sortings",2500.0, x787
https://codeforces.com/problemset/problem/1973/D,"brute force, interactive, math",2400.0, x1892
https://codeforces.com/problemset/problem/1973/C,"constructive algorithms, greedy, implementation, math, sortings",1700.0, x8229
https://codeforces.com/problemset/problem/1973/B,"binary search, bitmasks, data structures, greedy, math, two pointers",1300.0, x13838
https://codeforces.com/problemset/problem/1973/A,"brute force, dp, implementation, math",900.0, x24164
https://codeforces.com/problemset/problem/1972/B,games,900.0, x21283
https://codeforces.com/problemset/problem/1972/A,"brute force, greedy, two pointers",800.0, x22755
https://codeforces.com/problemset/problem/1971/H,"2-sat, dfs and similar, graphs",2100.0, x1797
https://codeforces.com/problemset/problem/1971/G,"data structures, dsu, sortings",1700.0, x9046
https://codeforces.com/problemset/problem/1971/F,"binary search, brute force, dfs and similar, geometry, implementation, math",1600.0, x9794
https://codeforces.com/problemset/problem/1971/E,"binary search, math, sortings",1500.0, x14025
https://codeforces.com/problemset/problem/1971/D,"dp, greedy, implementation, sortings, strings",1100.0, x25594
https://codeforces.com/problemset/problem/1971/C,implementation,900.0, x32410
https://codeforces.com/problemset/problem/1971/B,"implementation, strings",800.0, x36319
https://codeforces.com/problemset/problem/1971/A,"implementation, sortings",800.0, x44324
https://codeforces.com/problemset/problem/1970/G3,"bitmasks, dfs and similar, dp, graphs, trees",2400.0, x326
https://codeforces.com/problemset/problem/1970/G2,"brute force, dfs and similar, dp, graphs, trees",2200.0, x567
https://codeforces.com/problemset/problem/1970/G1,"dfs and similar, trees",1900.0, x1311
https://codeforces.com/problemset/problem/1970/F3,implementation,2300.0, x346
https://codeforces.com/problemset/problem/1970/F2,implementation,2300.0, x336
https://codeforces.com/problemset/problem/1970/F1,implementation,2300.0, x416
https://codeforces.com/problemset/problem/1970/E3,"dp, matrices",2200.0, x722
https://codeforces.com/problemset/problem/1970/E2,"dp, matrices",2000.0, x1238
https://codeforces.com/problemset/problem/1970/E1,dp,1800.0, x2092
https://codeforces.com/problemset/problem/1970/D3,interactive,3100.0, x106
https://codeforces.com/problemset/problem/1970/D2,"constructive algorithms, interactive, probabilities, strings",2600.0, x199
https://codeforces.com/problemset/problem/1970/D1,"brute force, constructive algorithms, interactive, strings",2100.0, x589
https://codeforces.com/problemset/problem/1970/C3,"dfs and similar, dp, games, trees",1900.0, x1524
https://codeforces.com/problemset/problem/1970/C2,"dfs and similar, dp, games, trees",1700.0, x2633
https://codeforces.com/problemset/problem/1970/C1,games,1400.0, x3348
https://codeforces.com/problemset/problem/1970/B3,constructive algorithms,2300.0, x466
https://codeforces.com/problemset/problem/1970/B2,constructive algorithms,2100.0, x777
https://codeforces.com/problemset/problem/1970/B1,constructive algorithms,1900.0, x1099
https://codeforces.com/problemset/problem/1970/A3,"constructive algorithms, trees",2400.0, x441
https://codeforces.com/problemset/problem/1970/A2,"brute force, constructive algorithms, trees",2400.0, x427
https://codeforces.com/problemset/problem/1970/A1,"implementation, sortings",1000.0, x4461
https://codeforces.com/problemset/problem/1969/F,"dp, greedy, hashing, implementation",3000.0, x266
https://codeforces.com/problemset/problem/1969/E,"binary search, data structures, divide and conquer, dp, greedy",2400.0, x1350
https://codeforces.com/problemset/problem/1969/D,"data structures, greedy, math, sortings",1900.0, x4484
https://codeforces.com/problemset/problem/1969/C,"dp, implementation",1700.0, x8586
https://codeforces.com/problemset/problem/1969/B,"constructive algorithms, greedy",1000.0, x18752
https://codeforces.com/problemset/problem/1969/A,"constructive algorithms, implementation, math",800.0, x19779
https://codeforces.com/problemset/problem/1968/G2,"binary search, brute force, data structures, dp, hashing, math, string suffix structures, strings",2200.0, x1925
https://codeforces.com/problemset/problem/1968/G1,"binary search, data structures, dp, hashing, string suffix structures, strings",1900.0, x4193
https://codeforces.com/problemset/problem/1968/F,"binary search, data structures",1800.0, x5415
https://codeforces.com/problemset/problem/1968/E,constructive algorithms,1600.0, x10264
https://codeforces.com/problemset/problem/1968/D,"brute force, dfs and similar, games, graphs, greedy, math",1300.0, x14744
https://codeforces.com/problemset/problem/1968/C,"constructive algorithms, number theory",1000.0, x24647
https://codeforces.com/problemset/problem/1968/B,"greedy, two pointers",800.0, x27640
https://codeforces.com/problemset/problem/1968/A,"brute force, math, number theory",800.0, x33817
https://codeforces.com/problemset/problem/1967/F,"brute force, data structures, implementation",3200.0, x65
https://codeforces.com/problemset/problem/1967/E2,"combinatorics, dp, math",3500.0, x101
https://codeforces.com/problemset/problem/1967/E1,"combinatorics, dp, fft, math",3100.0, x211
https://codeforces.com/problemset/problem/1967/D,"binary search, dfs and similar, graphs, implementation, shortest paths, two pointers",2800.0, x638
https://codeforces.com/problemset/problem/1967/C,"bitmasks, brute force, combinatorics, data structures, dp, math, trees",2300.0, x1735
https://codeforces.com/problemset/problem/1967/B2,"brute force, math, number theory",2200.0, x3891
https://codeforces.com/problemset/problem/1967/B1,"brute force, math, number theory",1400.0, x13131
https://codeforces.com/problemset/problem/1967/A,"binary search, greedy, implementation, math, sortings",1400.0, x12335
https://codeforces.com/problemset/problem/1966/B,"constructive algorithms, implementation",1100.0, x14850
https://codeforces.com/problemset/problem/1966/A,"constructive algorithms, games, greedy",800.0, x17737
https://codeforces.com/problemset/problem/1965/F,"data structures, flows",3300.0, x169
https://codeforces.com/problemset/problem/1965/E,"constructive algorithms, games",3100.0, x254
https://codeforces.com/problemset/problem/1965/D,constructive algorithms,2900.0, x410
https://codeforces.com/problemset/problem/1965/C,"constructive algorithms, greedy, strings",2300.0, x1906
https://codeforces.com/problemset/problem/1965/B,"bitmasks, constructive algorithms, greedy, number theory",1800.0, x6614
https://codeforces.com/problemset/problem/1965/A,"games, greedy, math, sortings",1400.0, x13565
https://codeforces.com/problemset/problem/1958/J,*special problem,3200.0, x31
https://codeforces.com/problemset/problem/1958/I,"*special problem, graphs, meet-in-the-middle",3100.0, x31
https://codeforces.com/problemset/problem/1958/H,"*special problem, dp",2600.0, x75
https://codeforces.com/problemset/problem/1958/G,*special problem,2400.0, x107
https://codeforces.com/problemset/problem/1958/F,"*special problem, combinatorics",2000.0, x190
https://codeforces.com/problemset/problem/1958/E,"*special problem, constructive algorithms",1900.0, x252
https://codeforces.com/problemset/problem/1958/D, *special problem,1600.0, x507
https://codeforces.com/problemset/problem/1958/C, *special problem,1500.0, x700
https://codeforces.com/problemset/problem/1958/B,"*special problem, math",1400.0, x881
https://codeforces.com/problemset/problem/1958/A,"*special problem, dp",1100.0, x1909
https://codeforces.com/problemset/problem/1957/F2,"binary search, data structures, dfs and similar, hashing, probabilities, trees",2700.0, x431
https://codeforces.com/problemset/problem/1957/F1,"binary search, data structures, divide and conquer, hashing, probabilities, trees",2600.0, x480
https://codeforces.com/problemset/problem/1957/E,"brute force, combinatorics, dp, math, number theory",2400.0, x1252
https://codeforces.com/problemset/problem/1957/D,"bitmasks, brute force, dp, math",1900.0, x4444
https://codeforces.com/problemset/problem/1957/C,"combinatorics, dp, math",1600.0, x9545
https://codeforces.com/problemset/problem/1957/B,"bitmasks, constructive algorithms, greedy, implementation",1100.0, x17786
https://codeforces.com/problemset/problem/1957/A,"constructive algorithms, greedy",800.0, x23112
https://codeforces.com/problemset/problem/1956/F,"constructive algorithms, data structures, dsu, graphs, sortings",3000.0, x348
https://codeforces.com/problemset/problem/1956/E2,"brute force, greedy, implementation, math",2700.0, x829
https://codeforces.com/problemset/problem/1956/E1,"brute force, implementation, math",2500.0, x1421
https://codeforces.com/problemset/problem/1956/D,"bitmasks, brute force, constructive algorithms, divide and conquer, dp, greedy, implementation, math",2000.0, x3872
https://codeforces.com/problemset/problem/1956/C,"constructive algorithms, greedy, math",1600.0, x12771
https://codeforces.com/problemset/problem/1956/B,"games, greedy",800.0, x21105
https://codeforces.com/problemset/problem/1956/A,"binary search, brute force, data structures, games, greedy",800.0, x21453
https://codeforces.com/problemset/problem/1955/H,"bitmasks, brute force, constructive algorithms, dp, flows, graph matchings, shortest paths",2300.0, x1241
https://codeforces.com/problemset/problem/1955/G,"brute force, dfs and similar, dp, implementation, math, number theory",1900.0, x4486
https://codeforces.com/problemset/problem/1955/F,"dp, games, greedy, math, schedules",1800.0, x7016
https://codeforces.com/problemset/problem/1955/E,"brute force, greedy, implementation, sortings",1700.0, x8527
https://codeforces.com/problemset/problem/1955/D,"data structures, two pointers",1400.0, x15270
https://codeforces.com/problemset/problem/1955/C,"greedy, implementation, math",1300.0, x21031
https://codeforces.com/problemset/problem/1955/B,"constructive algorithms, data structures, implementation, sortings",1000.0, x27545
https://codeforces.com/problemset/problem/1955/A,math,800.0, x42810
https://codeforces.com/problemset/problem/1954/F,"combinatorics, dp, math",3100.0, x248
https://codeforces.com/problemset/problem/1954/E,"binary search, data structures, dsu, greedy, implementation, math, number theory",2200.0, x2241
https://codeforces.com/problemset/problem/1954/D,"combinatorics, dp, math, sortings",1800.0, x6058
https://codeforces.com/problemset/problem/1954/C,"greedy, math, number theory",1200.0, x19242
https://codeforces.com/problemset/problem/1954/B,"implementation, math",1200.0, x18408
https://codeforces.com/problemset/problem/1954/A,"constructive algorithms, greedy, math",900.0, x23922
https://codeforces.com/problemset/problem/1953/A,*special problem,, 
https://codeforces.com/problemset/problem/1952/J,"brute force, constructive algorithms, expression parsing, implementation, sortings",, x772
https://codeforces.com/problemset/problem/1952/I,"bitmasks, geometry",, x533
https://codeforces.com/problemset/problem/1952/H,"implementation, strings",, x696
https://codeforces.com/problemset/problem/1952/G,"binary search, dfs and similar, math",, x1015
https://codeforces.com/problemset/problem/1952/F,brute force,, x1740
https://codeforces.com/problemset/problem/1952/E,"combinatorics, games, math",, x254
https://codeforces.com/problemset/problem/1952/D,implementation,, x4554
https://codeforces.com/problemset/problem/1952/C,"brute force, schedules",, x2894
https://codeforces.com/problemset/problem/1952/B,strings,, x11102
https://codeforces.com/problemset/problem/1952/A,strings,, x12371
https://codeforces.com/problemset/problem/1951/I,"binary search, constructive algorithms, flows, graphs, greedy",3200.0, x75
https://codeforces.com/problemset/problem/1951/H,"binary search, dp, games, greedy, trees",3200.0, x270
https://codeforces.com/problemset/problem/1951/G,"combinatorics, math, probabilities",3100.0, x330
https://codeforces.com/problemset/problem/1951/F,"constructive algorithms, data structures, greedy",2500.0, x757
https://codeforces.com/problemset/problem/1951/E,"brute force, constructive algorithms, divide and conquer, greedy, hashing, implementation, math, strings",2000.0, x3596
https://codeforces.com/problemset/problem/1951/D,"constructive algorithms, greedy, math",2000.0, x5358
https://codeforces.com/problemset/problem/1951/C,"greedy, math, sortings",1400.0, x11529
https://codeforces.com/problemset/problem/1951/B,"binary search, data structures, greedy",1200.0, x14451
https://codeforces.com/problemset/problem/1951/A,"constructive algorithms, greedy, math",900.0, x19492
https://codeforces.com/problemset/problem/1950/G,"bitmasks, dfs and similar, dp, graphs, hashing, implementation, strings",1900.0, x4312
https://codeforces.com/problemset/problem/1950/F,"bitmasks, brute force, greedy, implementation, trees",1700.0, x9062
https://codeforces.com/problemset/problem/1950/E,"brute force, implementation, number theory, strings",1500.0, x14287
https://codeforces.com/problemset/problem/1950/D,"brute force, dp, implementation, number theory",1100.0, x22999
https://codeforces.com/problemset/problem/1950/C,"implementation, math",800.0, x39413
https://codeforces.com/problemset/problem/1950/B,implementation,800.0, x37702
https://codeforces.com/problemset/problem/1950/A,implementation,800.0, x51880
https://codeforces.com/problemset/problem/1949/K,"constructive algorithms, math",2800.0, x320
https://codeforces.com/problemset/problem/1949/J,"graphs, implementation, trees, two pointers",2600.0, x380
https://codeforces.com/problemset/problem/1949/I,"dfs and similar, geometry, graph matchings, graphs",1800.0, x1807
https://codeforces.com/problemset/problem/1949/H,"greedy, math",3100.0, x121
https://codeforces.com/problemset/problem/1949/G,"graphs, greedy",2300.0, x765
https://codeforces.com/problemset/problem/1949/F,"greedy, sortings, trees",2200.0, x959
https://codeforces.com/problemset/problem/1949/E,"brute force, math",2900.0, x102
https://codeforces.com/problemset/problem/1949/D,constructive algorithms,2600.0, x396
https://codeforces.com/problemset/problem/1949/C,"dfs and similar, dp, greedy, trees",1900.0, x1713
https://codeforces.com/problemset/problem/1949/B,"binary search, brute force, greedy, sortings",1500.0, x3168
https://codeforces.com/problemset/problem/1949/A,"brute force, dfs and similar, dp, geometry, probabilities",3300.0, x106
https://codeforces.com/problemset/problem/1948/G,"bitmasks, brute force, dsu, graph matchings, trees",3100.0, x686
https://codeforces.com/problemset/problem/1948/F,"combinatorics, math, probabilities",2500.0, x1300
https://codeforces.com/problemset/problem/1948/E,"brute force, constructive algorithms, graphs, greedy, implementation",2100.0, x2957
https://codeforces.com/problemset/problem/1948/D,"brute force, strings, two pointers",1700.0, x9355
https://codeforces.com/problemset/problem/1948/C,"brute force, constructive algorithms, dfs and similar, dp, graphs, shortest paths",1300.0, x16705
https://codeforces.com/problemset/problem/1948/B,"brute force, dp, greedy, implementation",1100.0, x22814
https://codeforces.com/problemset/problem/1948/A,"brute force, constructive algorithms",800.0, x28417
https://codeforces.com/problemset/problem/1946/F,"2-sat, data structures, dfs and similar, dp",2500.0, x956
https://codeforces.com/problemset/problem/1946/E,"combinatorics, dp, math, number theory",2200.0, x2526
https://codeforces.com/problemset/problem/1946/D,"bitmasks, brute force, constructive algorithms, greedy, implementation",1900.0, x4675
https://codeforces.com/problemset/problem/1946/C,"binary search, dp, greedy, implementation, trees",1600.0, x10821
https://codeforces.com/problemset/problem/1946/B,"dp, greedy, math",1100.0, x20279
https://codeforces.com/problemset/problem/1946/A,"greedy, implementation, sortings",800.0, x25913
https://codeforces.com/problemset/problem/1945/H,"brute force, data structures, math, number theory",2600.0, x650
https://codeforces.com/problemset/problem/1945/G,"binary search, constructive algorithms, data structures, implementation",2500.0, x738
https://codeforces.com/problemset/problem/1945/F,"data structures, sortings",1900.0, x4166
https://codeforces.com/problemset/problem/1945/E,"binary search, constructive algorithms, greedy",1700.0, x8054
https://codeforces.com/problemset/problem/1945/D,"dp, greedy",1300.0, x14336
https://codeforces.com/problemset/problem/1945/C,brute force,1200.0, x14799
https://codeforces.com/problemset/problem/1945/B,"math, number theory",900.0, x22468
https://codeforces.com/problemset/problem/1945/A,"greedy, math",800.0, x27414
https://codeforces.com/problemset/problem/1944/B,"bitmasks, constructive algorithms",1100.0, x16109
https://codeforces.com/problemset/problem/1944/A,"graphs, greedy, math",800.0, x23601
https://codeforces.com/problemset/problem/1943/F,dp,3500.0, x105
https://codeforces.com/problemset/problem/1943/E2,"binary search, greedy, two pointers",3300.0, x296
https://codeforces.com/problemset/problem/1943/E1,"binary search, brute force, greedy",2900.0, x430
https://codeforces.com/problemset/problem/1943/D2,"combinatorics, dp",2800.0, x747
https://codeforces.com/problemset/problem/1943/D1,"brute force, combinatorics, dp, math",2400.0, x1454
https://codeforces.com/problemset/problem/1943/C,"constructive algorithms, dfs and similar, greedy, trees",2300.0, x2080
https://codeforces.com/problemset/problem/1943/B,"hashing, implementation, math, strings",2000.0, x3818
https://codeforces.com/problemset/problem/1943/A,"games, greedy",1300.0, x17794
https://codeforces.com/problemset/problem/1942/H,"data structures, dp, flows, trees",3500.0, x92
https://codeforces.com/problemset/problem/1942/G,"combinatorics, dp, math",2800.0, x444
https://codeforces.com/problemset/problem/1942/F,"brute force, data structures, implementation, math",2700.0, x689
https://codeforces.com/problemset/problem/1942/E,"combinatorics, games",2300.0, x1663
https://codeforces.com/problemset/problem/1942/D,"binary search, data structures, dfs and similar, dp, greedy, implementation, sortings",2100.0, x2765
https://codeforces.com/problemset/problem/1942/C2,"geometry, greedy, math",1700.0, x6126
https://codeforces.com/problemset/problem/1942/C1,"geometry, greedy, math",1300.0, x10884
https://codeforces.com/problemset/problem/1942/B,"constructive algorithms, math",1100.0, x13801
https://codeforces.com/problemset/problem/1942/A,"constructive algorithms, math",800.0, x17172
https://codeforces.com/problemset/problem/1941/G,"constructive algorithms, dfs and similar, graphs, shortest paths",2000.0, x3496
https://codeforces.com/problemset/problem/1941/F,"binary search, greedy, sortings, two pointers",1800.0, x5956
https://codeforces.com/problemset/problem/1941/E,"binary search, data structures, dp, two pointers",1600.0, x9610
https://codeforces.com/problemset/problem/1941/D,"dfs and similar, dp, implementation",1200.0, x18289
https://codeforces.com/problemset/problem/1941/C,"dp, greedy, strings",900.0, x33146
https://codeforces.com/problemset/problem/1941/B,"brute force, dp, greedy, math",1000.0, x29612
https://codeforces.com/problemset/problem/1941/A,"brute force, math",800.0, x42237
https://codeforces.com/problemset/problem/1940/D,"*special problem, constructive algorithms, data structures, sortings",, x143
https://codeforces.com/problemset/problem/1940/C,"*special problem, data structures, dfs and similar, divide and conquer, dsu, graphs, sortings, trees",, x35
https://codeforces.com/problemset/problem/1940/B,"*special problem, constructive algorithms, implementation, sortings",, x199
https://codeforces.com/problemset/problem/1940/A,"*special problem, constructive algorithms, dfs and similar, dsu, graphs",, x83
https://codeforces.com/problemset/problem/1939/D,"*special problem, dp, games",, x90
https://codeforces.com/problemset/problem/1939/C,"*special problem, dfs and similar, two pointers",, x313
https://codeforces.com/problemset/problem/1939/B,"*special problem, constructive algorithms, dfs and similar, graphs, trees",, x246
https://codeforces.com/problemset/problem/1939/A,"*special problem, constructive algorithms, dp, geometry, interactive",, x24
https://codeforces.com/problemset/problem/1938/M,,3500.0, x57
https://codeforces.com/problemset/problem/1938/L,,2800.0, x292
https://codeforces.com/problemset/problem/1938/K,,2400.0, x625
https://codeforces.com/problemset/problem/1938/J,,2100.0, x1273
https://codeforces.com/problemset/problem/1938/I,,2800.0, x75
https://codeforces.com/problemset/problem/1938/H,,1600.0, x2128
https://codeforces.com/problemset/problem/1938/G,,2300.0, x1040
https://codeforces.com/problemset/problem/1938/F,,2400.0, x745
https://codeforces.com/problemset/problem/1938/E,,2200.0, x999
https://codeforces.com/problemset/problem/1938/D,,3300.0, x90
https://codeforces.com/problemset/problem/1938/C,,1900.0, x1455
https://codeforces.com/problemset/problem/1938/B,,3000.0, x192
https://codeforces.com/problemset/problem/1938/A,,3500.0, x53
https://codeforces.com/problemset/problem/1937/B,"dp, greedy, implementation",1300.0, x14942
https://codeforces.com/problemset/problem/1937/A,"implementation, math",800.0, x23054
https://codeforces.com/problemset/problem/1936/F,"binary search, geometry",3300.0, x142
https://codeforces.com/problemset/problem/1936/E,"divide and conquer, fft, math",3400.0, x123
https://codeforces.com/problemset/problem/1936/D,"binary search, bitmasks, data structures, greedy, two pointers",3100.0, x506
https://codeforces.com/problemset/problem/1936/C,"data structures, graphs, greedy, implementation, shortest paths, sortings",2400.0, x1314
https://codeforces.com/problemset/problem/1936/B,"binary search, data structures, implementation, math, two pointers",2000.0, x2899
https://codeforces.com/problemset/problem/1936/A,"bitmasks, constructive algorithms, greedy, interactive, math",1700.0, x7411
https://codeforces.com/problemset/problem/1935/F,"binary search, constructive algorithms, data structures, dfs and similar, dsu, greedy, implementation, trees",2800.0, x446
https://codeforces.com/problemset/problem/1935/E,"bitmasks, brute force, data structures, greedy, math",2400.0, x1353
https://codeforces.com/problemset/problem/1935/D,"binary search, combinatorics, implementation, math",1800.0, x8183
https://codeforces.com/problemset/problem/1935/C,"binary search, brute force, constructive algorithms, data structures, dp, greedy, sortings",1800.0, x8122
https://codeforces.com/problemset/problem/1935/B,constructive algorithms,1200.0, x18429
https://codeforces.com/problemset/problem/1935/A,"constructive algorithms, strings",800.0, x27837
https://codeforces.com/problemset/problem/1934/E,"brute force, constructive algorithms, number theory",3000.0, x236
https://codeforces.com/problemset/problem/1934/D2,"bitmasks, games, greedy, interactive",2400.0, x1384
https://codeforces.com/problemset/problem/1934/D1,"bitmasks, constructive algorithms, greedy",2100.0, x3496
https://codeforces.com/problemset/problem/1934/C,"binary search, constructive algorithms, geometry, greedy, interactive, math",1700.0, x6752
https://codeforces.com/problemset/problem/1934/B,"brute force, dp, greedy, math",1200.0, x18798
https://codeforces.com/problemset/problem/1934/A,"greedy, math",800.0, x25277
https://codeforces.com/problemset/problem/1933/G,"bitmasks, brute force, combinatorics, constructive algorithms, dfs and similar, math",2300.0, x971
https://codeforces.com/problemset/problem/1933/F,"dfs and similar, dp, graphs, shortest paths",2100.0, x2479
https://codeforces.com/problemset/problem/1933/E,"binary search, implementation, math, ternary search",1500.0, x11164
https://codeforces.com/problemset/problem/1933/D,"constructive algorithms, greedy, math, number theory, sortings",1200.0, x20136
https://codeforces.com/problemset/problem/1933/C,"brute force, implementation, math, number theory",1100.0, x22519
https://codeforces.com/problemset/problem/1933/B,"implementation, math, number theory",800.0, x32733
https://codeforces.com/problemset/problem/1933/A,"greedy, math, sortings",800.0, x37967
https://codeforces.com/problemset/problem/1932/G,"graphs, math, number theory, shortest paths",2300.0, x1071
https://codeforces.com/problemset/problem/1932/F,"data structures, dp, sortings",1900.0, x4092
https://codeforces.com/problemset/problem/1932/E,"implementation, math, number theory",1600.0, x8132
https://codeforces.com/problemset/problem/1932/D,"greedy, implementation",1400.0, x11391
https://codeforces.com/problemset/problem/1932/C,"brute force, data structures, implementation, math, two pointers",1400.0, x15667
https://codeforces.com/problemset/problem/1932/B,number theory,1100.0, x20666
https://codeforces.com/problemset/problem/1932/A,"dp, greedy, implementation",800.0, x29470
https://codeforces.com/problemset/problem/1931/G,"combinatorics, math, number theory",2000.0, x2799
https://codeforces.com/problemset/problem/1931/F,"combinatorics, dfs and similar, graphs",1700.0, x8012
https://codeforces.com/problemset/problem/1931/E,"games, greedy, math, sortings",1400.0, x15790
https://codeforces.com/problemset/problem/1931/D,"combinatorics, math, number theory",1300.0, x18797
https://codeforces.com/problemset/problem/1931/C,"brute force, greedy, math",1000.0, x28976
https://codeforces.com/problemset/problem/1931/B,greedy,800.0, x32062
https://codeforces.com/problemset/problem/1931/A,"brute force, strings",800.0, x36039
https://codeforces.com/problemset/problem/1930/I,combinatorics,3500.0, x70
https://codeforces.com/problemset/problem/1930/H,"constructive algorithms, dfs and similar, interactive, trees",3300.0, x152
https://codeforces.com/problemset/problem/1930/G,"data structures, dp, trees",3100.0, x335
https://codeforces.com/problemset/problem/1930/F,"bitmasks, brute force, dfs and similar",2700.0, x710
https://codeforces.com/problemset/problem/1930/E,"combinatorics, dp, math",2400.0, x1126
https://codeforces.com/problemset/problem/1930/D2,"bitmasks, divide and conquer, dp, dsu, greedy, implementation, strings",2100.0, x2621
https://codeforces.com/problemset/problem/1930/D1,"brute force, dp, greedy, strings",1800.0, x4097
https://codeforces.com/problemset/problem/1930/C,"binary search, constructive algorithms, data structures, greedy, sortings",1700.0, x7047
https://codeforces.com/problemset/problem/1930/B,"brute force, constructive algorithms, math",1000.0, x15220
https://codeforces.com/problemset/problem/1930/A,"greedy, sortings",800.0, x18484
https://codeforces.com/problemset/problem/1929/F,"brute force, combinatorics, data structures, dfs and similar, math, trees",2300.0, x1786
https://codeforces.com/problemset/problem/1929/E,"bitmasks, brute force, dfs and similar, dp, graphs, greedy, math, trees",2300.0, x1680
https://codeforces.com/problemset/problem/1929/D,"combinatorics, dp, math, trees",1900.0, x4752
https://codeforces.com/problemset/problem/1929/C,"binary search, brute force, constructive algorithms, games, greedy, math",1400.0, x14800
https://codeforces.com/problemset/problem/1929/B,"constructive algorithms, greedy, math",800.0, x25185
https://codeforces.com/problemset/problem/1929/A,"constructive algorithms, greedy, math, sortings",800.0, x31330
https://codeforces.com/problemset/problem/1928/F,"combinatorics, data structures, implementation, math",2900.0, x240
https://codeforces.com/problemset/problem/1928/E,"brute force, constructive algorithms, dp, graphs, greedy, math, number theory",2300.0, x1708
https://codeforces.com/problemset/problem/1928/D,"brute force, data structures, greedy, math, ternary search",1900.0, x4236
https://codeforces.com/problemset/problem/1928/C,"brute force, math, number theory",1600.0, x8515
https://codeforces.com/problemset/problem/1928/B,"binary search, greedy, sortings, two pointers",1200.0, x17376
https://codeforces.com/problemset/problem/1928/A,"geometry, math",800.0, x22515
https://codeforces.com/problemset/problem/1927/G,"data structures, dp, greedy, math",2300.0, x1665
https://codeforces.com/problemset/problem/1927/F,"data structures, dfs and similar, dsu, graphs, greedy, implementation, sortings, trees",1900, x4348
https://codeforces.com/problemset/problem/1927/E,"constructive algorithms, math, two pointers",1400, x13954
https://codeforces.com/problemset/problem/1927/D,"binary search, brute force, data structures, dp, dsu, greedy, two pointers",1300, x21386
https://codeforces.com/problemset/problem/1927/C,"brute force, greedy, math",1000, x27834
https://codeforces.com/problemset/problem/1927/B,"constructive algorithms, greedy, strings",900, x33025
https://codeforces.com/problemset/problem/1927/A,"greedy, strings",800, x42908
https://codeforces.com/problemset/problem/1926/G,"dfs and similar, dp, flows, graphs, greedy, implementation, trees",1900, x3558
https://codeforces.com/problemset/problem/1926/F,"bitmasks, brute force, dfs and similar, dp, implementation",2200, x1700
https://codeforces.com/problemset/problem/1926/E,"binary search, bitmasks, data structures, dp, implementation, math, number theory",1500, x11885
https://codeforces.com/problemset/problem/1926/D,"bitmasks, greedy",1300, x15479
https://codeforces.com/problemset/problem/1926/C,"dp, implementation",1200, x26542
https://codeforces.com/problemset/problem/1926/B,"geometry, implementation",800, x32318
https://codeforces.com/problemset/problem/1926/A,implementation,800, x47751
https://codeforces.com/problemset/problem/1925/D,"combinatorics, dp, math, probabilities",1900, x3635
https://codeforces.com/problemset/problem/1925/B,"brute force, greedy, math, number theory",1200, x20018
https://codeforces.com/problemset/problem/1925/A,"constructive algorithms, greedy, strings",800, x28738
https://codeforces.com/problemset/problem/1924/F,"constructive algorithms, dp, interactive, ternary search",3500, x152
https://codeforces.com/problemset/problem/1924/E,"combinatorics, probabilities",3100, x437
https://codeforces.com/problemset/problem/1924/D,"combinatorics, dp, math",2700, x1006
