link,tags,diff,submission
https://codeforces.com/problemset/problem/1924/C,"geometry, math, matrices",2400, x1161
https://codeforces.com/problemset/problem/1924/B,"data structures, implementation, math, sortings",2100, x2548
https://codeforces.com/problemset/problem/1924/A,"constructive algorithms, dp, greedy, shortest paths, strings",1500, x13922
https://codeforces.com/problemset/problem/1923/F,"binary search, brute force, greedy, hashing, implementation, string suffix structures, strings",2800, x377
https://codeforces.com/problemset/problem/1923/E,"data structures, dfs and similar, dp, dsu, graphs, trees",2000, x3820
https://codeforces.com/problemset/problem/1923/D,"binary search, constructive algorithms, data structures, greedy, two pointers",1800, x6758
https://codeforces.com/problemset/problem/1923/C,"constructive algorithms, greedy",1400, x15043
https://codeforces.com/problemset/problem/1923/B,"dp, greedy, implementation",1100, x17644
https://codeforces.com/problemset/problem/1923/A,"greedy, implementation",800, x24613
https://codeforces.com/problemset/problem/1922/F,"dp, graph matchings",2500, x1399
https://codeforces.com/problemset/problem/1922/E,"bitmasks, constructive algorithms, divide and conquer, greedy, math",1800, x7691
https://codeforces.com/problemset/problem/1922/D,"brute force, data structures, dsu, implementation, math",1900, x5676
https://codeforces.com/problemset/problem/1922/C,"greedy, implementation, math",1300, x18484
https://codeforces.com/problemset/problem/1922/B,"combinatorics, constructive algorithms, math, sortings",1200, x20609
https://codeforces.com/problemset/problem/1922/A,"constructive algorithms, implementation, strings",800, x26956
https://codeforces.com/problemset/problem/1921/G,"brute force, data structures, divide and conquer, dp, implementation",2200, x1240
https://codeforces.com/problemset/problem/1921/F,"brute force, data structures, dp, implementation, math",1900, x3857
https://codeforces.com/problemset/problem/1921/E,"brute force, games, greedy, math",1600, x9781
https://codeforces.com/problemset/problem/1921/D,"data structures, greedy, sortings, two pointers",1100, x21569
https://codeforces.com/problemset/problem/1921/C,"greedy, math",900, x29250
https://codeforces.com/problemset/problem/1921/B,"greedy, implementation",800, x33635
https://codeforces.com/problemset/problem/1921/A,"greedy, math",800, x42964
https://codeforces.com/problemset/problem/1920/F2,"binary search, data structures, dsu, geometry, graphs, trees",3000, x470
https://codeforces.com/problemset/problem/1920/F1,"binary search, brute force, data structures, dfs and similar, dsu, graphs, shortest paths",2500, x965
https://codeforces.com/problemset/problem/1920/E,"combinatorics, dp, math",2100, x2698
https://codeforces.com/problemset/problem/1920/D,"binary search, brute force, dsu, implementation, math",1900, x5602
https://codeforces.com/problemset/problem/1920/C,"brute force, math, number theory",1600, x13549
https://codeforces.com/problemset/problem/1920/B,"games, greedy, math, sortings",1100, x20796
https://codeforces.com/problemset/problem/1920/A,"brute force, greedy, math",800, x27702
https://codeforces.com/problemset/problem/1919/H,"interactive, trees",2000, x144
https://codeforces.com/problemset/problem/1919/G,"constructive algorithms, divide and conquer, games, trees",3500, x181
https://codeforces.com/problemset/problem/1919/F2,"data structures, dp, flows, greedy, matrices",2800, x853
https://codeforces.com/problemset/problem/1919/F1,"data structures, greedy",2300, x2179
https://codeforces.com/problemset/problem/1919/E,"combinatorics, constructive algorithms, dp, implementation, math",2600, x856
https://codeforces.com/problemset/problem/1919/D,"constructive algorithms, data structures, dsu, greedy, sortings, trees",2100, x3875
https://codeforces.com/problemset/problem/1919/C,"data structures, dp, greedy",1400, x19004
https://codeforces.com/problemset/problem/1919/B,greedy,800, x29710
https://codeforces.com/problemset/problem/1919/A,"games, math",800, x33312
https://codeforces.com/problemset/problem/1918/G,"constructive algorithms, math",2700, x465
https://codeforces.com/problemset/problem/1918/F,"dfs and similar, graphs, greedy, implementation, sortings, trees",2500, x868
https://codeforces.com/problemset/problem/1918/E,"constructive algorithms, divide and conquer, implementation, interactive, probabilities, sortings",2200, x1722
https://codeforces.com/problemset/problem/1918/D,"binary search, data structures, dp, implementation, two pointers",1900, x4770
https://codeforces.com/problemset/problem/1918/C,"bitmasks, greedy, implementation, math",1400, x13969
https://codeforces.com/problemset/problem/1918/B,"constructive algorithms, data structures, greedy, implementation, sortings",900, x23719
https://codeforces.com/problemset/problem/1918/A,"constructive algorithms, greedy, implementation, math",800, x30157
https://codeforces.com/problemset/problem/1917/F,"bitmasks, constructive algorithms, dp, trees",2500, x963
https://codeforces.com/problemset/problem/1917/E,"constructive algorithms, math",2500, x1382
https://codeforces.com/problemset/problem/1917/D,"combinatorics, data structures, dp, implementation, math, number theory",2300, x1790
https://codeforces.com/problemset/problem/1917/C,"brute force, greedy, implementation, math",1600, x10468
https://codeforces.com/problemset/problem/1917/B,"brute force, combinatorics, data structures, dp, strings",1100, x22314
https://codeforces.com/problemset/problem/1917/A,"constructive algorithms, math",800, x25482
https://codeforces.com/problemset/problem/1916/H2,"combinatorics, dp, math, matrices, string suffix structures",2700, x538
https://codeforces.com/problemset/problem/1916/H1,"brute force, combinatorics, dp, math, matrices",2700, x616
https://codeforces.com/problemset/problem/1916/G,"divide and conquer, dp, number theory, trees",3500, x148
https://codeforces.com/problemset/problem/1916/F,"constructive algorithms, dfs and similar, graphs, greedy",2900, x495
https://codeforces.com/problemset/problem/1916/E,"data structures, dfs and similar, greedy, trees",2300, x2252
https://codeforces.com/problemset/problem/1916/D,"brute force, constructive algorithms, geometry, math",1700, x8532
https://codeforces.com/problemset/problem/1916/C,"constructive algorithms, games, greedy, implementation, math",1200, x17803
https://codeforces.com/problemset/problem/1916/B,"constructive algorithms, math, number theory",1000, x25741
https://codeforces.com/problemset/problem/1916/A,"constructive algorithms, implementation, math, number theory",800, x25971
https://codeforces.com/problemset/problem/1915/G,"graphs, greedy, implementation, shortest paths, sortings",1800, x6366
https://codeforces.com/problemset/problem/1915/F,"data structures, divide and conquer, sortings",1500, x13717
https://codeforces.com/problemset/problem/1915/E,"data structures, greedy, math",1300, x21729
https://codeforces.com/problemset/problem/1915/D,"greedy, implementation, strings",900, x30239
https://codeforces.com/problemset/problem/1915/C,"binary search, implementation",800, x42380
https://codeforces.com/problemset/problem/1915/B,"bitmasks, brute force, implementation",800, x42160
https://codeforces.com/problemset/problem/1915/A,"bitmasks, implementation",800, x57219
https://codeforces.com/problemset/problem/1914/G2,"combinatorics, data structures, dfs and similar, dp, graphs, hashing",2300, x1370
https://codeforces.com/problemset/problem/1914/G1,"brute force, combinatorics, dfs and similar, dp, dsu, graphs, math, trees",2100, x1881
https://codeforces.com/problemset/problem/1914/F,"dfs and similar, dp, graph matchings, greedy, trees",1900, x4109
https://codeforces.com/problemset/problem/1914/E2,"games, greedy, sortings",1400, x12387
https://codeforces.com/problemset/problem/1914/E1,"brute force, games, greedy, sortings",1400, x12210
https://codeforces.com/problemset/problem/1914/D,"brute force, dp, greedy, implementation, sortings",1200, x21776
https://codeforces.com/problemset/problem/1914/C,"greedy, math",1100, x24112
https://codeforces.com/problemset/problem/1914/B,"constructive algorithms, math",800, x30317
https://codeforces.com/problemset/problem/1914/A,"implementation, strings",800, x31827
https://codeforces.com/problemset/problem/1913/F,"binary search, data structures, hashing, string suffix structures, strings",2800, x325
https://codeforces.com/problemset/problem/1913/E,"flows, graphs",2400, x1029
https://codeforces.com/problemset/problem/1913/D,"data structures, divide and conquer, dp, trees",2100, x3158
https://codeforces.com/problemset/problem/1913/C,"binary search, bitmasks, brute force, greedy",1300, x15035
https://codeforces.com/problemset/problem/1913/B,strings,1000, x26882
