link,diff
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/REMOVECARDS,1039
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/EVENTUAL,1040
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/ZEROSTRING,1042
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/AIRLINE,1042
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/ODDPAIRS,1044
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CHEFSTUD,1047
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/ENDSORTED,1049
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/PRIMEREVERSE,1053
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/PIZZA_BURGER,1064
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/MASKPOL,1064
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/COUNTP,1065
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/HEADBOB,1065
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/PSEUDOSORT,1067
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/PRIME1,1069
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/EQUALIZEAB,1069
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/THREEFR,1074
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/QUEENATTACK,1076
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/COVID_19,1077
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/DIGSMPAR,1077
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/MAGICHF,1088
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/FARAWAY,1090
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/GRPASSN,1092
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/JOHNY,1093
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/WATSCORE,1094
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CHEFSTR1,1094
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/QTOO_2523,1095
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/REMOVEBAD,1100
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/MAKEMONEY,1101
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/MSNSADM1,1102
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/ABSTRING,1102
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CHEGLOVE,1104
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/LAPTOPREC,1104
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/PLAYSTR,1108
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/EUREKA,1109
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CHEFSTEP,1110
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/SRTARR,1112
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/VOTERS,1114
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/ALTSTR,1116
